tokens	labels1	labels2
# New sentence = Duty in Pleasant Valley , Md . , until October 27 .	0	0
Duty	0	0
in	0	0
Pleasant	5	5
Valley	6	6
,	6	0
Md	6	0
.	6	0
,	0	0
until	0	0
October	0	0
27	0	0
.	0	0
"# New sentence = *1975 : New Jersey State Museum , Trenton , New Jersey ;"	0	0
*1975	0	0
:	0	0
New	5	5
Jersey	6	6
State	6	6
Museum	6	6
,	6	0
Trenton	6	5
,	6	0
New	6	5
Jersey	6	6
";"	0	0
# New sentence = At the age of 11 , she decided that she wished to join the Religious Hospitallers of Ville-Marie in Montreal .	0	0
At	0	0
the	0	0
age	0	0
of	0	0
11	0	0
,	0	0
she	0	0
decided	0	0
that	0	0
she	0	0
wished	0	0
to	0	0
join	0	0
the	0	0
Religious	3	3
Hospitallers	4	4
of	4	4
Ville-Marie	4	4
in	0	0
Montreal	5	5
.	0	0
# New sentence = Grimjack '' 11 ( 1985 )	0	0
Grimjack	1	0
''	0	0
11	0	0
(	0	0
1985	0	0
)	0	0
# New sentence = It is found in Rwanda and possibly Kenya .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
Rwanda	5	5
and	0	0
possibly	0	0
Kenya	5	5
.	0	0
# New sentence = Enrique Lihn – poet , playwright , and novelist	0	0
Enrique	1	1
Lihn	2	2
–	0	0
poet	0	0
,	0	0
playwright	0	0
,	0	0
and	0	0
novelist	0	0
# New sentence = Peter Thomas Hay	0	0
Peter	1	1
Thomas	2	2
Hay	2	2
# New sentence = Valeria Sorokina / Nina Vislova	0	0
Valeria	1	1
Sorokina	2	2
/	0	0
Nina	1	1
Vislova	2	2
# New sentence = As of May 24 2016 , he makes over $ 7200 ( ~£4900 ) a month from his Patreon page .	0	0
As	0	0
of	0	0
May	0	0
24	0	0
2016	0	0
,	0	0
he	0	0
makes	0	0
over	0	0
$	0	0
7200	0	0
(	0	0
~£4900	0	0
)	0	0
a	0	0
month	0	0
from	0	0
his	0	0
Patreon	3	0
page	0	0
.	0	0
# New sentence = He died in Auckland City Hospital on 27 May 1987 .	0	0
He	0	0
died	0	0
in	0	0
Auckland	5	5
City	6	6
Hospital	6	6
on	0	0
27	0	0
May	0	0
1987	0	0
.	0	0
# New sentence = Dark Reign : Rise of the Shadowhand ''	0	0
Dark	0	0
Reign	0	0
:	0	0
Rise	0	0
of	0	0
the	0	0
Shadowhand	0	0
''	0	0
# New sentence = It implemented recommendations of the Law Commission .	0	0
It	0	0
implemented	0	0
recommendations	0	0
of	0	0
the	0	0
Law	3	3
Commission	4	4
.	0	0
# New sentence = Air Chief Marshal Chris Moran 1997-9	0	0
Air	0	0
Chief	0	0
Marshal	1	1
Chris	2	2
Moran	2	2
1997-9	0	0
# New sentence = Clearwater River ( Quebec )	0	0
Clearwater	5	5
River	6	6
(	6	0
Quebec	6	0
)	6	0
# New sentence = Alexandra Eames ( Kathryn Erbe ) .	0	0
Alexandra	1	1
Eames	2	2
(	0	0
Kathryn	1	1
Erbe	2	2
)	0	0
.	0	0
# New sentence = : Lithuanian Armed Forces .	0	0
:	0	0
Lithuanian	3	3
Armed	4	4
Forces	4	4
.	0	0
# New sentence = Three days later the Dutch East Indies capitulated .	0	0
Three	0	0
days	0	0
later	0	0
the	0	0
Dutch	5	3
East	6	4
Indies	6	4
capitulated	0	0
.	0	0
# New sentence = Étienne Léopold Trouvelot	0	0
Étienne	1	1
Léopold	2	2
Trouvelot	2	2
# New sentence = Ruganzu II Ndoli ( 1510–1543 )	0	0
Ruganzu	1	1
II	2	2
Ndoli	2	2
(	0	0
1510–1543	0	0
)	0	0
# New sentence = The United States dominated the competition , winning 52 of 87 medals .	0	0
The	5	3
United	6	4
States	6	4
dominated	0	0
the	0	0
competition	0	0
,	0	0
winning	0	0
52	0	0
of	0	0
87	0	0
medals	0	0
.	0	0
# New sentence = ' '' Courmes '' '	0	0
'	0	0
''	0	0
Courmes	5	5
''	0	0
'	0	0
# New sentence = '' Missing You ''	0	0
''	0	0
Missing	0	0
You	0	0
''	0	0
# New sentence = George Caleb Bingham ( 1811–1879 ) , painter	0	0
George	1	1
Caleb	2	2
Bingham	2	2
(	0	0
1811–1879	0	0
)	0	0
,	0	0
painter	0	0
# New sentence = Francis Gerald Agar-Robartes , 7th Viscount Clifden ( 1883–1966 )	0	0
Francis	1	1
Gerald	2	2
Agar-Robartes	2	2
,	0	0
7th	0	0
Viscount	5	0
Clifden	6	0
(	0	0
1883–1966	0	0
)	0	0
# New sentence = SV Zulte Waregem ( women )	0	0
SV	3	3
Zulte	4	4
Waregem	4	4
(	0	0
women	0	0
)	0	0
# New sentence = Roman Catholic Diocese of Mandeville	0	0
Roman	0	5
Catholic	0	6
Diocese	0	6
of	0	6
Mandeville	5	6
# New sentence = Lists of wind farms by country	0	0
Lists	0	0
of	0	0
wind	0	0
farms	0	0
by	0	0
country	0	0
# New sentence = He was considered one of the top prospects at his position in the 2013 NFL Draft .	0	0
He	0	0
was	0	0
considered	0	0
one	0	0
of	0	0
the	0	0
top	0	0
prospects	0	0
at	0	0
his	0	0
position	0	0
in	0	0
the	0	0
2013	0	0
NFL	3	3
Draft	0	0
.	0	0
# New sentence = She currently lives and works in Berlin .	0	0
She	0	0
currently	0	0
lives	0	0
and	0	0
works	0	0
in	0	0
Berlin	5	5
.	0	0
# New sentence = '' A47 '' ' - Great Yarmouth to Birmingham ( partially reclassified as the B4114 )	0	0
''	0	0
A47	0	0
''	0	0
'	0	0
-	0	0
Great	0	5
Yarmouth	0	6
to	0	0
Birmingham	5	5
(	0	0
partially	0	0
reclassified	0	0
as	0	0
the	0	0
B4114	0	0
)	0	0
# New sentence = He also served as a Senator of the Republic and as Governor of the State of Tabasco .	0	0
He	0	0
also	0	0
served	0	0
as	0	0
a	0	0
Senator	0	0
of	0	0
the	0	0
Republic	0	0
and	0	0
as	0	0
Governor	0	0
of	0	0
the	0	0
State	0	0
of	0	0
Tabasco	5	5
.	0	0
# New sentence = Roy Edward Dodds	0	0
Roy	1	1
Edward	2	2
Dodds	2	2
# New sentence = '' Space Gamer '' 72 ( Jan. 1985 )	0	0
''	0	0
Space	0	0
Gamer	0	0
''	0	0
72	0	0
(	0	0
Jan.	0	0
1985	0	0
)	0	0
# New sentence = The episode was written and directed by Tim Minear .	0	0
The	0	0
episode	0	0
was	0	0
written	0	0
and	0	0
directed	0	0
by	0	0
Tim	1	1
Minear	2	2
.	0	0
# New sentence = Lviv Bus Factory	0	0
Lviv	3	5
Bus	4	6
Factory	4	6
# New sentence = Prionus lecontei '' Lameere , 1912	0	0
Prionus	0	0
lecontei	0	0
''	0	0
Lameere	0	1
,	0	0
1912	0	0
# New sentence = 2012 ''Fade '' - Yo La Tengo	0	0
2012	0	0
''Fade	0	0
''	0	0
-	0	0
Yo	3	1
La	4	2
Tengo	4	2
# New sentence = 11 consecutive titles — Raymond Ceulemans	0	0
11	0	0
consecutive	0	0
titles	0	0
—	0	0
Raymond	1	1
Ceulemans	2	2
# New sentence = La Niña de los Peines is also an important reference for all these styles .	0	0
La	1	3
Niña	2	4
de	2	4
los	2	4
Peines	2	4
is	0	0
also	0	0
an	0	0
important	0	0
reference	0	0
for	0	0
all	0	0
these	0	0
styles	0	0
.	0	0
# New sentence = The Singles 81?85	0	0
The	0	0
Singles	0	0
81?85	0	0
# New sentence = 1952 , Gertrude Melville ( ALP )	0	0
1952	0	0
,	0	0
Gertrude	1	1
Melville	2	2
(	0	0
ALP	0	0
)	0	0
# New sentence = Kodandera Subayya Thimayya	0	0
Kodandera	1	1
Subayya	2	2
Thimayya	2	2
# New sentence = Billdal ( part of )	0	0
Billdal	5	5
(	0	0
part	0	0
of	0	0
)	0	0
# New sentence = George Benson Johnston	0	0
George	1	1
Benson	2	2
Johnston	2	2
# New sentence = Przemy?l ( 68,900 )	0	0
Przemy?l	5	5
(	0	0
68,9	0	0
)	0	0
# New sentence = Nikita Andreev '' ( Tambov ) ''	0	0
Nikita	1	1
Andreev	2	2
''	0	0
(	0	0
Tambov	5	5
)	0	0
''	0	0
# New sentence = Tear from the Red	0	0
Tear	0	0
from	0	0
the	0	0
Red	0	0
# New sentence = Topole , Mengeš	0	0
Topole	5	5
,	6	0
Mengeš	6	5
# New sentence = ' '' Faridabad '' '	0	0
'	0	0
''	0	0
Faridabad	5	5
''	0	0
'	0	0
# New sentence = ' '' Most matches in a career : ' '' 131 ( Bismarck du Plessis )	0	0
'	0	0
''	0	0
Most	0	0
matches	0	0
in	0	0
a	0	0
career	0	0
:	0	0
'	0	0
''	0	0
131	0	0
(	0	0
Bismarck	1	1
du	2	2
Plessis	2	2
)	0	0
# New sentence = Nellie Campobello , ''Tres poemas '' , Mexico	0	0
Nellie	1	1
Campobello	2	2
,	0	0
''Tres	0	0
poemas	0	0
''	0	0
,	0	0
Mexico	5	5
# New sentence = Leithtown , Virginia	0	0
Leithtown	5	5
,	6	0
Virginia	6	5
# New sentence = Gmelin 's white-toothed shrew	0	0
Gmelin	1	0
's	0	0
white-toothed	0	0
shrew	0	0
# New sentence = Discovery World ( TV channel )	0	0
Discovery	0	0
World	0	0
(	0	0
TV	0	0
channel	0	0
)	0	0
# New sentence = Redhill School , Sandton	0	0
Redhill	5	5
School	6	6
,	6	0
Sandton	6	5
# New sentence = Louth ( from 4 to 5 )	0	0
Louth	5	5
(	0	0
from	0	0
4	0	0
to	0	0
5	0	0
)	0	0
# New sentence = Now lives in Århus , Denmark .	0	0
Now	0	0
lives	0	0
in	0	0
Århus	5	5
,	6	0
Denmark	6	5
.	0	0
# New sentence = Family Guy ( 2006–16 )	0	0
Family	0	0
Guy	0	0
(	0	0
2006–16	0	0
)	0	0
# New sentence = W?odzimierz Smolarek , Euzebiusz Smolarek ( son )	0	0
W?odzimierz	1	1
Smolarek	2	2
,	0	0
Euzebiusz	1	1
Smolarek	2	2
(	0	0
son	0	0
)	0	0
# New sentence = **Slalom : Tina Maze 1:29.33 ( 44.08 / 45.25 ) Marlies Schild 1:29.38 ( 43.38 / 46.00 ) Veronika Zuzulová 1:29.97 ( 44.92 / 45.05 )	0	0
**Slalom	0	0
:	0	0
Tina	1	1
Maze	2	2
0,0621875	0	0
(	0	0
1,838888889	0	0
/	0	0
1,892361111	0	0
)	0	0
Marlies	1	1
Schild	2	2
0,06224537	0	0
(	0	0
1,818055556	0	0
/	0	0
1,916666667	0	0
)	0	0
Veronika	1	1
Zuzulová	2	2
0,062928241	0	0
(	0	0
44.92	0	0
/	0	0
1,878472222	0	0
)	0	0
# New sentence = The coach for the Eastern Conference was New York Liberty coach Richie Adubato .	0	0
The	0	0
coach	0	0
for	0	0
the	0	0
Eastern	3	3
Conference	4	4
was	0	0
New	3	3
York	4	4
Liberty	4	4
coach	0	0
Richie	1	1
Adubato	2	2
.	0	0
# New sentence = Believe ( Justin Bieber album )	0	0
Believe	0	0
(	0	0
Justin	1	1
Bieber	2	2
album	0	0
)	0	0
# New sentence = '' APPG '' '	0	0
''	0	0
APPG	3	0
''	0	0
'	0	0
# New sentence = Born in Bangkok , she is the eldest daughter of a large multi-cultural family .	0	0
Born	0	0
in	0	0
Bangkok	5	5
,	0	0
she	0	0
is	0	0
the	0	0
eldest	0	0
daughter	0	0
of	0	0
a	0	0
large	0	0
multi-cultural	0	0
family	0	0
.	0	0
# New sentence = SpVgg Selbitz ( 5 )	0	0
SpVgg	3	1
Selbitz	4	2
(	0	0
5	0	0
)	0	0
# New sentence = ' '' Gale H. Stalker '' ' '' : 59,498	0	0
'	0	0
''	0	0
Gale	1	1
H.	2	2
Stalker	2	2
''	0	0
'	0	0
''	0	0
:	0	0
59,498	0	0
# New sentence = He was a Professor in Lüttich and at the University of Liège .	0	0
He	0	0
was	0	0
a	0	0
Professor	0	0
in	0	0
Lüttich	0	5
and	0	0
at	0	0
the	0	0
University	3	5
of	4	6
Liège	4	6
.	0	0
# New sentence = The program expanded in 2006 to Calgary .	0	0
The	0	0
program	0	0
expanded	0	0
in	0	0
2006	0	0
to	0	0
Calgary	5	5
.	0	0
# New sentence = ' '' Movie Mania '' '	0	0
'	0	0
''	0	0
Movie	0	0
Mania	0	0
''	0	0
'	0	0
# New sentence = It was formerly confused with the North Atlantic species Dendronotus frondosus '' .	0	0
It	0	0
was	0	0
formerly	0	0
confused	0	0
with	0	0
the	0	0
North	5	0
Atlantic	6	0
species	0	0
Dendronotus	0	0
frondosus	0	0
''	0	0
.	0	0
# New sentence = Architect of the Capitol : Thomas U. Walter	0	0
Architect	0	0
of	0	0
the	0	0
Capitol	0	0
:	0	0
Thomas	1	1
U.	2	2
Walter	2	2
# New sentence = Pedro de Quevedo y Quintano	0	0
Pedro	1	1
de	2	2
Quevedo	2	2
y	2	2
Quintano	2	2
# New sentence = In early 2010 , she toured South Korea with wrestlers including Raven , Scotty 2 Hotty , Eugene , and Billy Gunn .	0	0
In	0	0
early	0	0
2010	0	0
,	0	0
she	0	0
toured	0	0
South	5	5
Korea	6	6
with	0	0
wrestlers	0	0
including	0	0
Raven	1	1
,	0	0
Scotty	1	1
2	2	2
Hotty	2	2
,	0	0
Eugene	1	1
,	0	0
and	0	0
Billy	1	1
Gunn	2	2
.	0	0
# New sentence = He went on to defeat David Gilbert 6–2 in the last 32 , but lost 3–6 to Stephen Maguire in the last 16 .	0	0
He	0	0
went	0	0
on	0	0
to	0	0
defeat	0	0
David	1	1
Gilbert	2	2
6–2	0	0
in	0	0
the	0	0
last	0	0
32	0	0
,	0	0
but	0	0
lost	0	0
3–6	0	0
to	0	0
Stephen	1	1
Maguire	2	2
in	0	0
the	0	0
last	0	0
16	0	0
.	0	0
# New sentence = '' Farscape '' - Claudia Black	0	0
''	0	0
Farscape	0	0
''	0	0
-	0	0
Claudia	1	1
Black	2	2
# New sentence = The Karaite tradition originated in Abbasid Baghdad .	0	0
The	0	0
Karaite	0	0
tradition	0	0
originated	0	0
in	0	0
Abbasid	5	5
Baghdad	6	6
.	0	0
# New sentence = Kevin van der Perren Jorik Hendrickx	0	0
Kevin	1	1
van	2	2
der	2	2
Perren	2	2
Jorik	2	1
Hendrickx	2	2
# New sentence = Jack Johnson ( 2008 )	0	0
Jack	1	1
Johnson	2	2
(	0	0
2008	0	0
)	0	0
# New sentence = 92 Speedway , Indiana $ 21,467	0	0
92	5	0
Speedway	6	5
,	6	0
Indiana	6	5
$	0	0
21,467	0	0
# New sentence = William Paul – CD Aves – 2005–2007	0	0
William	1	1
Paul	2	2
–	0	0
CD	3	3
Aves	4	4
–	0	0
2005–2007	0	0
# New sentence = Ngo Dinh Diem	0	0
Ngo	1	1
Dinh	2	2
Diem	2	2
# New sentence = Joanne Woodward ( 2-14-76 )	0	0
Joanne	1	1
Woodward	2	2
(	0	0
2-14-76	0	0
)	0	0
# New sentence = 2000–01 Cymru Alliance	0	0
2000–01	0	3
Cymru	3	4
Alliance	4	4
# New sentence = Earl of Shannon	0	0
Earl	0	0
of	0	0
Shannon	0	0
# New sentence = Kilmuir , Easter Ross	0	0
Kilmuir	5	5
,	6	0
Easter	6	5
Ross	6	6
# New sentence = Rizzo the Rat as Wilhem Grimm	0	0
Rizzo	1	1
the	2	2
Rat	2	2
as	0	0
Wilhem	1	1
Grimm	2	2
# New sentence = Frans Banninck Cocq	0	0
Frans	1	1
Banninck	2	2
Cocq	2	2
# New sentence = Clontarf Township , Swift County , Minnesota	0	0
Clontarf	5	5
Township	6	6
,	6	0
Swift	6	5
County	6	6
,	6	0
Minnesota	6	5
# New sentence = Prior to 1945 it was in Germany .	0	0
Prior	0	0
to	0	0
1945	0	0
it	0	0
was	0	0
in	0	0
Germany	5	5
.	0	0
# New sentence = Haza , Province of Burgos	0	0
Haza	5	5
,	6	0
Province	6	5
of	6	6
Burgos	6	6
# New sentence = Westward Islet , in the Pitcairn Islands	0	0
Westward	5	5
Islet	6	6
,	6	0
in	6	0
the	6	0
Pitcairn	6	5
Islands	6	6
# New sentence = He was the Director of Peter the Great Museum of Anthropology and Ethnography in St. Petersburg , Russia from 1997 to 2001 .	0	0
He	0	0
was	0	0
the	0	0
Director	0	0
of	0	0
Peter	1	5
the	0	6
Great	0	6
Museum	0	6
of	0	6
Anthropology	0	6
and	0	6
Ethnography	0	6
in	0	0
St.	5	5
Petersburg	6	6
,	6	0
Russia	6	5
from	0	0
1997	0	0
to	0	0
2001	0	0
.	0	0
# New sentence = Mario Soldati ( 1906–1999 ) , writer , director	0	0
Mario	1	1
Soldati	2	2
(	0	0
1906–1999	0	0
)	0	0
,	0	0
writer	0	0
,	0	0
director	0	0
# New sentence = Ozyorskoye , Leningrad Oblast	0	0
Ozyorskoye	5	5
,	6	0
Leningrad	6	5
Oblast	6	6
# New sentence = '' Legal Affairs '' ( 1998 )	0	0
''	0	0
Legal	0	0
Affairs	0	0
''	0	0
(	0	0
1998	0	0
)	0	0
# New sentence = Warminster Township , Bucks County , Pennsylvania	0	0
Warminster	5	5
Township	6	6
,	6	0
Bucks	6	5
County	6	6
,	6	0
Pennsylvania	6	5
# New sentence = ' '' Liga Indonesia Premier Division '' '	0	0
'	0	0
''	0	0
Liga	3	3
Indonesia	4	4
Premier	4	4
Division	4	4
''	0	0
'	0	0
# New sentence = Swan Lake 7A — Swan Lake First Nation	0	0
Swan	4	5
Lake	5	6
7A	5	6
—	0	0
Swan	3	3
Lake	4	4
First	4	4
Nation	4	4
# New sentence = Scud ( film producer / writer )	0	0
Scud	0	1
(	0	0
film	0	0
producer	0	0
/	0	0
writer	0	0
)	0	0
# New sentence = John Smith 's Stadium	0	0
John	5	5
Smith	6	6
's	6	6
Stadium	6	6
# New sentence = W. H. Gaskell	0	0
W.	1	1
H.	2	2
Gaskell	2	2
# New sentence = Her brother was poet Chittadhar Hridaya .	0	0
Her	0	0
brother	0	0
was	0	0
poet	0	0
Chittadhar	1	1
Hridaya	2	2
.	0	0
# New sentence = Pierre Arditi , Jane Birkin	0	0
Pierre	1	1
Arditi	2	2
,	0	0
Jane	1	1
Birkin	2	2
# New sentence = '' As told by Walter Wright .	0	0
''	0	0
As	0	0
told	0	0
by	0	0
Walter	1	1
Wright	2	2
.	0	0
# New sentence = 100px '' Thomas E. Martin	0	0
100px	0	0
''	0	0
Thomas	1	1
E.	2	2
Martin	2	2
# New sentence = ' '' Nona Gaprindashvili '' '	0	0
'	0	0
''	0	0
Nona	1	1
Gaprindashvili	2	2
''	0	0
'	0	0
# New sentence = Pickering is some 17 miles to the south-east and Helmsley 17 miles to the south-west .	0	0
Pickering	0	5
is	0	0
some	0	0
17	0	0
miles	0	0
to	0	0
the	0	0
south-east	0	0
and	0	0
Helmsley	5	5
17	0	0
miles	0	0
to	0	0
the	0	0
south-west	0	0
.	0	0
# New sentence = One Direction performed again in the final , and Pitbull also performed .	0	0
One	3	3
Direction	4	4
performed	0	0
again	0	0
in	0	0
the	0	0
final	0	0
,	0	0
and	0	0
Pitbull	1	1
also	0	0
performed	0	0
.	0	0
# New sentence = It is found in Guinea , Ivory Coast , Ghana and Cameroon .	0	0
It	0	0
is	0	0
found	0	0
in	0	0
Guinea	5	5
,	6	0
Ivory	6	5
Coast	6	6
,	6	0
Ghana	6	5
and	0	0
Cameroon	5	5
.	0	0
# New sentence = 2012 – ''8th place ''	0	0
2012	0	0
–	0	0
''8th	0	0
place	0	0
''	0	0
# New sentence = Time to Be King '' ( 2010 )	0	0
Time	0	0
to	0	0
Be	0	0
King	0	0
''	0	0
(	0	0
2010	0	0
)	0	0
# New sentence = ** '' WWE 2K16 '' - Yuke 's	0	0
**	0	0
''	0	0
WWE	0	0
2K16	0	0
''	0	0
-	0	0
Yuke	3	3
's	4	4
# New sentence = Her performance in Lena Horne : The Lady and Her Music ''	0	0
Her	0	0
performance	0	0
in	0	0
Lena	1	1
Horne	2	2
:	0	0
The	0	0
Lady	0	0
and	0	0
Her	0	0
Music	0	0
''	0	0
# New sentence = The hijackers and $ 2 million stayed in Cuba .	0	0
The	0	0
hijackers	0	0
and	0	0
$	0	0
2	0	0
million	0	0
stayed	0	0
in	0	0
Cuba	5	5
.	0	0
# New sentence = Bridgeforth Stadium and Zane Showker Field	0	0
Bridgeforth	5	5
Stadium	6	6
and	0	0
Zane	5	5
Showker	6	6
Field	6	6
# New sentence = Hawkshead Grammar School	0	0
Hawkshead	3	5
Grammar	4	6
School	4	6
# New sentence = United Nations Transitional Authority in Cambodia	0	0
United	3	3
Nations	4	4
Transitional	4	4
Authority	4	4
in	0	4
Cambodia	5	4
# New sentence = F. Gwynplaine MacIntyre	0	0
F.	1	1
Gwynplaine	2	2
MacIntyre	2	2
# New sentence = Ding Yang / Ren Zhongfei	0	0
Ding	1	1
Yang	2	2
/	0	0
Ren	1	1
Zhongfei	2	2
# New sentence = He then worked at the Harvard-Smithsonian Center for Astrophysics in Cambridge , Massachusetts .	0	0
He	0	0
then	0	0
worked	0	0
at	0	0
the	0	0
Harvard-Smithsonian	3	5
Center	4	6
for	0	6
Astrophysics	0	6
in	0	0
Cambridge	5	5
,	6	0
Massachusetts	6	6
.	0	0
# New sentence = He attended Western Washington University and the University of Colorado .	0	0
He	0	0
attended	0	0
Western	3	5
Washington	4	6
University	4	6
and	0	0
the	0	0
University	3	5
of	4	6
Colorado	4	6
.	0	0
# New sentence = :1st Stage 2 Vuelta a España , Nacer Bouhanni	0	0
:1st	0	0
Stage	0	0
2	0	0
Vuelta	3	3
a	4	4
España	4	4
,	0	0
Nacer	1	1
Bouhanni	2	2
# New sentence = '' Principality of Taranto '' ' – Bohemond II ( 1111–1128 )	0	0
''	0	0
Principality	0	5
of	0	6
Taranto	5	6
''	0	0
'	0	0
–	0	0
Bohemond	1	1
II	2	2
(	0	0
1111–1128	0	0
)	0	0
# New sentence = However , gameplay aspects such as AI earned a mixed response .	0	0
However	0	0
,	0	0
gameplay	0	0
aspects	0	0
such	0	0
as	0	0
AI	0	0
earned	0	0
a	0	0
mixed	0	0
response	0	0
.	0	0
# New sentence = Historic Core , Los Angeles	0	0
Historic	0	5
Core	0	6
,	0	0
Los	5	5
Angeles	6	6
# New sentence = Lyon County , Nevada	0	0
Lyon	5	5
County	6	6
,	6	0
Nevada	6	5
# New sentence = She attended Menlo-Atherton High School .	0	0
She	0	0
attended	0	0
Menlo-Atherton	3	5
High	4	6
School	4	6
.	0	0
# New sentence = Saint Anthony Cathedral Basilica	0	0
Saint	3	5
Anthony	4	6
Cathedral	4	6
Basilica	4	6
# New sentence = Watervliet , New York	0	0
Watervliet	5	5
,	6	0
New	6	5
York	6	6
# New sentence = Tanga , Tanzania	0	0
Tanga	5	5
,	6	0
Tanzania	6	5
# New sentence = He left on 3 April 2008 , announced as by 'mutual consent ' , following the departure of manager Andy Ritchie two days earlier .	0	0
He	0	0
left	0	0
on	0	0
3	0	0
April	0	0
2008	0	0
,	0	0
announced	0	0
as	0	0
by	0	0
'mutual	0	0
consent	0	0
'	0	0
,	0	0
following	0	0
the	0	0
departure	0	0
of	0	0
manager	0	0
Andy	1	1
Ritchie	2	2
two	0	0
days	0	0
earlier	0	0
.	0	0
# New sentence = Springhill Township , Fayette County , Pennsylvania	0	0
Springhill	5	5
Township	6	6
,	6	0
Fayette	6	5
County	6	6
,	6	0
Pennsylvania	6	5
# New sentence = Communes of the Bas-Rhin department	0	0
Communes	0	0
of	0	0
the	0	0
Bas-Rhin	3	5
department	4	6
# New sentence = Petr Korda '' ( Quarterfinals )	0	0
Petr	1	1
Korda	2	2
''	0	0
(	0	0
Quarterfinals	0	0
)	0	0
# New sentence = Grand View , Idaho	0	0
Grand	5	5
View	6	6
,	6	0
Idaho	6	5
# New sentence = Industrial Bank of Korea FC	0	0
Industrial	3	3
Bank	4	4
of	4	4
Korea	4	4
FC	4	4
# New sentence = It is located in the former province of Soule .	0	0
It	0	0
is	0	0
located	0	0
in	0	0
the	0	0
former	0	0
province	0	0
of	0	0
Soule	5	5
.	0	0
# New sentence = Marabou stork , ''Leptoptilos crumeniferus ''	0	0
Marabou	0	0
stork	0	0
,	0	0
''Leptoptilos	0	0
crumeniferus	0	0
''	0	0
# New sentence = from : 1756 till : 1850 text : Russian Empire	0	0
from	0	0
:	0	0
1756	0	0
till	0	0
:	0	0
1850	0	0
text	0	0
:	0	0
Russian	5	5
Empire	6	6
# New sentence = Serra de Daró	0	0
Serra	5	5
de	6	6
Daró	6	6
# New sentence = He is a Democrat .	0	0
He	0	0
is	0	0
a	0	0
Democrat	0	0
.	0	0
# New sentence = Sarah Jessica Parker - ''Amy-Beth ''	0	0
Sarah	1	1
Jessica	2	2
Parker	2	2
-	0	0
''Amy-Beth	1	1
''	0	0
# New sentence = McCormick County , South Carolina - northeast	0	0
McCormick	5	5
County	6	6
,	6	0
South	6	5
Carolina	6	6
-	6	0
northeast	6	0
# New sentence = Buckley 's forest falcon	0	0
Buckley	0	0
's	0	0
forest	0	0
falcon	0	0
# New sentence = Old Patent Office Building	0	0
Old	5	5
Patent	6	6
Office	6	6
Building	6	6
# New sentence = Apse Heath , Arreton ) .	0	0
Apse	5	5
Heath	6	6
,	6	0
Arreton	6	5
)	0	0
.	0	0
# New sentence = Buffalo Lake Metis Settlement	0	0
Buffalo	3	5
Lake	4	6
Metis	4	6
Settlement	4	6
# New sentence = José Quique Meléndez	0	0
José	1	1
Quique	2	2
Meléndez	2	2
# New sentence = He also holds Spanish citizenship , which makes him eligible as an EU player .	0	0
He	0	0
also	0	0
holds	0	0
Spanish	0	0
citizenship	0	0
,	0	0
which	0	0
makes	0	0
him	0	0
eligible	0	0
as	0	0
an	0	0
EU	0	5
player	0	0
.	0	0
# New sentence = 2012 : Mark Sherrod , Memphis	0	0
2012	0	0
:	0	0
Mark	1	1
Sherrod	2	2
,	0	0
Memphis	5	0
# New sentence = 23 November 2009 , Hamburg	0	0
23	0	0
November	0	0
2009	0	0
,	0	0
Hamburg	5	5
# New sentence = Budweiser Budvar Brewery	0	0
Budweiser	3	5
Budvar	4	6
Brewery	4	6
# New sentence = Published : Warsaw , 1851	0	0
Published	0	0
:	0	0
Warsaw	5	5
,	0	0
1851	0	0
# New sentence = `` I Can See Clearly Now ''	0	0
``	0	0
I	0	0
Can	0	0
See	0	0
Clearly	0	0
Now	0	0
''	0	0
# New sentence = Alla Beknazarova / Vladimir Zuev	0	0
Alla	1	1
Beknazarova	2	2
/	0	0
Vladimir	1	1
Zuev	2	2
# New sentence = Charley 's War	0	0
Charley	1	0
's	0	0
War	0	0
# New sentence = `` What 's My Name ? '' – Rihanna featuring Drake ( 1-week )	0	0
``	0	0
What	0	0
's	0	0
My	0	0
Name	0	0
?	0	0
''	0	0
–	0	0
Rihanna	1	1
featuring	0	0
Drake	1	1
(	0	0
1-week	0	0
)	0	0
# New sentence = Squires , Missouri	0	0
Squires	5	5
,	6	0
Missouri	6	5
# New sentence = Turkish Radio and Television Corporation	0	0
Turkish	3	3
Radio	4	4
and	4	4
Television	4	4
Corporation	4	4
# New sentence = Cuthbert Ormond Simpkins	0	0
Cuthbert	1	1
Ormond	2	2
Simpkins	2	2
# New sentence = National Curriculum ( Australia )	0	0
National	0	0
Curriculum	0	0
(	0	0
Australia	5	5
)	0	0
# New sentence = Military of South Korea	0	0
Military	3	3
of	4	4
South	4	4
Korea	4	4
# New sentence = : A single by The 5 Torquays , an early incarnation of the Monks	0	0
:	0	0
A	0	0
single	0	0
by	0	0
The	3	3
5	4	4
Torquays	4	4
,	0	0
an	0	0
early	0	0
incarnation	0	0
of	0	0
the	3	3
Monks	4	4
# New sentence = `` Run It ! ''	0	0
``	0	0
Run	0	0
It	0	0
!	0	0
''	0	0
# New sentence = Hangman 's Hymn '' ( ??????? ) ( 2007 )	0	0
Hangman	0	0
's	0	0
Hymn	0	0
''	0	0
(	0	0
???????	0	0
)	0	0
(	0	0
2007	0	0
)	0	0
